ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
52,Chengdu,Chengdu Open,2024-09-20,ATP250,Outdoor,Hard,2nd Round,3,Jarry N.,Klein L.,28,127.0,1595,468.0,7.0,6.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.73,2.1,1.81,2.1,1.81,2.1,1.75,2.04
52,Chengdu,Chengdu Open,2024-09-20,ATP250,Outdoor,Hard,2nd Round,3,Martinez P.,Vukic A.,42,92.0,1167,609.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.93,1.45,2.95,1.5,2.75,1.43
52,Chengdu,Chengdu Open,2024-09-21,ATP250,Outdoor,Hard,2nd Round,3,Mannarino A.,Zhou Y.,46,531.0,1144,72.0,7.0,6.0,2.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.11,6.5,1.16,5.93,1.16,6.54,1.14,5.62
52,Chengdu,Chengdu Open,2024-09-21,ATP250,Outdoor,Hard,2nd Round,3,Musetti L.,O Connell C.,19,75.0,2345,720.0,6.0,7.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,1.67,2.2,1.8,2.11,1.8,2.44,1.65,2.2
52,Chengdu,Chengdu Open,2024-09-21,ATP250,Outdoor,Hard,2nd Round,3,Bublik A.,Gomez F.,27,174.0,1650,346.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.36,3.38,1.37,3.38,1.36,3.09
52,Chengdu,Chengdu Open,2024-09-21,ATP250,Outdoor,Hard,2nd Round,3,Shang J.,Safiullin R.,67,56.0,795,915.0,5.0,7.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,1.53,2.5,1.61,2.45,1.61,2.6,1.54,2.43
52,Chengdu,Chengdu Open,2024-09-22,ATP250,Outdoor,Hard,Quarterfinals,3,Kachmazov A.,Jarry N.,252,28.0,226,1595.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.38,1.57,2.42,1.64,2.45,1.64,2.34,1.58
52,Chengdu,Chengdu Open,2024-09-22,ATP250,Outdoor,Hard,Quarterfinals,3,Musetti L.,Mannarino A.,19,46.0,2345,1144.0,6.0,2.0,5.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.29,3.75,1.33,3.64,1.34,3.75,1.29,3.52
52,Chengdu,Chengdu Open,2024-09-22,ATP250,Outdoor,Hard,Quarterfinals,3,Hanfmann Y.,Martinez P.,95,42.0,594,1167.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.83,2.1,1.86,2.12,1.76,2.04
52,Chengdu,Chengdu Open,2024-09-22,ATP250,Outdoor,Hard,Quarterfinals,3,Shang J.,Bublik A.,67,27.0,795,1650.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.56,2.6,1.59,2.6,1.53,2.45
52,Chengdu,Chengdu Open,2024-09-23,ATP250,Outdoor,Hard,Semifinals,3,Musetti L.,Kachmazov A.,19,252.0,2345,226.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.26,4.28,1.29,4.4,1.24,3.92
52,Chengdu,Chengdu Open,2024-09-23,ATP250,Outdoor,Hard,Semifinals,3,Shang J.,Hanfmann Y.,67,95.0,795,594.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.36,3.46,1.37,3.46,1.33,3.27
52,Chengdu,Chengdu Open,2024-09-24,ATP250,Outdoor,Hard,The Final,3,Shang J.,Musetti L.,67,19.0,795,2345.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.95,1.95,2.0,1.95,1.93,1.86
53,Hangzhou,Hangzhou Open,2024-09-18,ATP250,Outdoor,Hard,1st Round,3,Marozsan F.,Nardi L.,49,87.0,1095,647.0,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.46,2.92,1.54,2.95,1.47,2.66
53,Hangzhou,Hangzhou Open,2024-09-18,ATP250,Outdoor,Hard,1st Round,3,Kukushkin M.,Darderi L.,112,41.0,515,1271.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.27,1.7,2.27,1.72,2.19,1.66
53,Hangzhou,Hangzhou Open,2024-09-18,ATP250,Outdoor,Hard,1st Round,3,Cilic M.,Svajda Z.,777,135.0,28,452.0,5.0,7.0,6.0,3.0,6.0,0.0,,,,,2.0,1.0,Completed,1.73,2.1,1.81,2.1,1.82,2.1,1.76,2.04
53,Hangzhou,Hangzhou Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Nishioka Y.,Marterer M.,54,105.0,974,543.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.39,3.21,1.4,3.21,1.37,3.05
53,Hangzhou,Hangzhou Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Hijikata R.,Dzumhur D.,81,86.0,681,655.0,2.0,6.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.73,2.1,1.85,2.05,1.85,2.14,1.74,2.08
53,Hangzhou,Hangzhou Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Bu Y.,Gaston H.,124,77.0,484,714.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.53,2.65,1.53,2.78,1.46,2.64
53,Hangzhou,Hangzhou Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Shevchenko A.,Trungelliti M.,58,138.0,870,423.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.78,2.14,1.78,2.29,1.68,2.14
53,Hangzhou,Hangzhou Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Carballes Baena R.,Moutet C.,55,69.0,921,771.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.4,1.63,2.4,1.8,2.22,1.64
53,Hangzhou,Hangzhou Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Uchiyama Y.,Mccabe J.,160,302.0,370,172.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,3.0,,,1.46,3.0,1.41,2.79
53,Hangzhou,Hangzhou Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Wong C.,Wu Y.,141,566.0,409,63.0,6.0,3.0,,,,,,,,,1.0,0.0,Retired,2.3,1.62,2.37,1.65,2.37,1.65,2.28,1.61
53,Hangzhou,Hangzhou Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Bellucci M.,Karatsev A.,108,115.0,529,508.0,6.0,4.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.77,2.16,1.77,2.18,1.71,2.1
53,Hangzhou,Hangzhou Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Zhang Zh.,Yevseyev D.,48,207.0,1105,282.0,6.0,2.0,1.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.14,5.5,1.21,4.9,1.22,5.5,1.18,4.81
53,Hangzhou,Hangzhou Open,2024-09-20,ATP250,Outdoor,Hard,2nd Round,3,Kukushkin M.,Shevchenko A.,112,58.0,515,870.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.24,1.73,2.44,1.75,2.21,1.64
53,Hangzhou,Hangzhou Open,2024-09-20,ATP250,Outdoor,Hard,2nd Round,3,Hijikata R.,Marozsan F.,81,49.0,681,1095.0,,,,,,,,,,,,,Walkover,3.0,1.4,3.05,1.43,3.05,1.44,2.91,1.4
53,Hangzhou,Hangzhou Open,2024-09-20,ATP250,Outdoor,Hard,2nd Round,3,Nakashima B.,Wong C.,39,141.0,1295,409.0,6.0,7.0,7.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.14,5.5,1.2,5.32,1.2,5.5,1.16,5.01
53,Hangzhou,Hangzhou Open,2024-09-20,ATP250,Outdoor,Hard,2nd Round,3,Bu Y.,Khachanov K.,124,23.0,484,1930.0,7.0,6.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.75,1.44,2.65,1.55,2.78,1.55,2.62,1.48
53,Hangzhou,Hangzhou Open,2024-09-21,ATP250,Outdoor,Hard,2nd Round,3,Cilic M.,Nishioka Y.,777,54.0,28,974.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.63,1.5,2.47,1.61,2.63,1.61,2.43,1.55
53,Hangzhou,Hangzhou Open,2024-09-21,ATP250,Outdoor,Hard,2nd Round,3,Carballes Baena R.,Krueger M.,55,140.0,921,409.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.62,2.3,1.83,2.09,1.83,2.32,1.64,2.24
53,Hangzhou,Hangzhou Open,2024-09-21,ATP250,Outdoor,Hard,2nd Round,3,Uchiyama Y.,Rune H.,160,14.0,370,2780.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,5.0,1.17,5.09,1.24,5.31,1.24,4.6,1.19
53,Hangzhou,Hangzhou Open,2024-09-21,ATP250,Outdoor,Hard,2nd Round,3,Zhang Zh.,Bellucci M.,48,108.0,1105,529.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.13,1.8,2.17,1.8,2.08,1.73
53,Hangzhou,Hangzhou Open,2024-09-22,ATP250,Outdoor,Hard,Quarterfinals,3,Nakashima B.,Hijikata R.,39,81.0,1295,681.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.22,4.88,1.22,5.05,1.19,4.58
53,Hangzhou,Hangzhou Open,2024-09-22,ATP250,Outdoor,Hard,Quarterfinals,3,Cilic M.,Uchiyama Y.,777,160.0,28,370.0,6.0,2.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.5,2.63,1.62,2.46,1.62,2.63,1.54,2.45
53,Hangzhou,Hangzhou Open,2024-09-22,ATP250,Outdoor,Hard,Quarterfinals,3,Bu Y.,Kukushkin M.,124,112.0,484,515.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.59,2.52,1.66,2.52,1.55,2.42
53,Hangzhou,Hangzhou Open,2024-09-22,ATP250,Outdoor,Hard,Quarterfinals,3,Zhang Zh.,Carballes Baena R.,48,55.0,1105,921.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.51,2.77,1.51,3.05,1.4,2.89
53,Hangzhou,Hangzhou Open,2024-09-23,ATP250,Outdoor,Hard,Semifinals,3,Cilic M.,Nakashima B.,777,39.0,28,1295.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3.2,1.36,3.23,1.4,3.23,1.42,3.02,1.37
53,Hangzhou,Hangzhou Open,2024-09-23,ATP250,Outdoor,Hard,Semifinals,3,Zhang Zh.,Bu Y.,48,124.0,1105,484.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.68,2.33,1.68,2.46,1.57,2.37
53,Hangzhou,Hangzhou Open,2024-09-24,ATP250,Outdoor,Hard,The Final,3,Cilic M.,Zhang Zh.,777,48.0,28,1105.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.19,1.76,2.2,1.76,2.11,1.71
54,Beijing,China Open,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Mannarino A.,Sonego L.,44,50.0,1184,1081.0,1.0,6.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,2.5,1.53,2.46,1.61,2.55,1.61,2.44,1.54
54,Beijing,China Open,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Kotov P.,Zhou Y.,63,446.0,832,97.0,1.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,1.17,5.0,1.18,5.62,1.18,6.0,1.16,5.18
54,Beijing,China Open,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Sinner J.,Jarry N.,1,28.0,11180,1635.0,4.0,6.0,6.0,3.0,6.0,1.0,,,,,2.0,1.0,Completed,1.05,11.0,1.05,14.54,1.06,14.54,1.04,10.54
54,Beijing,China Open,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Griekspoor T.,Kecmanovic M.,39,54.0,1300,945.0,6.0,7.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.8,2.0,1.89,2.0,1.89,2.1,1.8,1.99
54,Beijing,China Open,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Lehecka J.,Martinez P.,37,42.0,1345,1207.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.34,3.54,1.34,3.6,1.31,3.4
54,Beijing,China Open,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Cobolli F.,Bublik A.,32,26.0,1482,1690.0,4.0,6.0,6.0,1.0,7.0,6.0,,,,,2.0,1.0,Completed,1.91,1.91,1.86,2.04,1.91,2.04,1.85,1.93
54,Beijing,China Open,2024-09-27,ATP500,Outdoor,Hard,1st Round,3,Cerundolo F.,Mensik J.,31,66.0,1500,797.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.06,1.84,2.1,1.84,2.01,1.79
54,Beijing,China Open,2024-09-27,ATP500,Outdoor,Hard,1st Round,3,Safiullin R.,Wawrinka S.,69,233.0,790,243.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.41,3.11,1.41,3.15,1.38,2.99
54,Beijing,China Open,2024-09-27,ATP500,Outdoor,Hard,1st Round,3,Bu Y.,Shang J.,96,55.0,584,895.0,6.0,7.0,6.0,2.0,6.0,4.0,,,,,2.0,1.0,Completed,3.5,1.3,2.87,1.47,3.53,1.47,3.1,1.36
54,Beijing,China Open,2024-09-27,ATP500,Outdoor,Hard,1st Round,3,Musetti L.,Bergs Z.,19,74.0,2355,738.0,7.0,5.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.62,2.3,1.65,2.36,1.67,2.49,1.6,2.3
54,Beijing,China Open,2024-09-27,ATP500,Outdoor,Hard,1st Round,3,Medvedev D.,Monfils G.,5,46.0,5475,1160.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.24,4.56,1.24,4.75,1.2,4.41
54,Beijing,China Open,2024-09-27,ATP500,Outdoor,Hard,1st Round,3,Bautista Agut R.,Rinderknech A.,61,60.0,841,843.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.78,2.14,1.78,2.2,1.71,2.1
54,Beijing,China Open,2024-09-27,ATP500,Outdoor,Hard,1st Round,3,Khachanov K.,Carballes Baena R.,27,53.0,1680,955.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.4,3.18,1.4,3.5,1.34,3.22
54,Beijing,China Open,2024-09-27,ATP500,Outdoor,Hard,1st Round,3,Alcaraz C.,Mpetshi G.,3,51.0,6690,1073.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.06,10.0,1.07,11.84,1.08,11.84,1.06,8.93
54,Beijing,China Open,2024-09-27,ATP500,Outdoor,Hard,1st Round,3,Davidovich Fokina A.,Zhang Zh.,64,43.0,820,1205.0,6.0,3.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.2,1.67,2.28,1.69,2.29,1.73,2.19,1.66
54,Beijing,China Open,2024-09-27,ATP500,Outdoor,Hard,1st Round,3,Rublev A.,Carreno Busta P.,6,201.0,4645,287.0,6.0,0.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.22,4.33,1.22,4.76,1.23,4.76,1.21,4.29
54,Beijing,China Open,2024-09-28,ATP500,Outdoor,Hard,2nd Round,3,Cobolli F.,Kotov P.,32,63.0,1482,832.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.56,2.62,1.56,2.65,1.52,2.51
54,Beijing,China Open,2024-09-28,ATP500,Outdoor,Hard,2nd Round,3,Lehecka J.,Bautista Agut R.,37,61.0,1345,841.0,3.0,6.0,6.0,2.0,6.0,1.0,,,,,2.0,1.0,Completed,1.62,2.3,1.67,2.35,1.67,2.44,1.6,2.31
54,Beijing,China Open,2024-09-28,ATP500,Outdoor,Hard,2nd Round,3,Sinner J.,Safiullin R.,1,69.0,11180,790.0,3.0,6.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,1.07,9.0,1.07,11.5,1.09,11.5,1.06,8.99
54,Beijing,China Open,2024-09-28,ATP500,Outdoor,Hard,2nd Round,3,Medvedev D.,Mannarino A.,5,44.0,5475,1184.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.1,7.0,1.11,8.54,1.11,8.54,1.09,7.12
54,Beijing,China Open,2024-09-29,ATP500,Outdoor,Hard,2nd Round,3,Bu Y.,Musetti L.,96,19.0,584,2355.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.94,1.46,2.94,1.48,2.71,1.45
54,Beijing,China Open,2024-09-29,ATP500,Outdoor,Hard,2nd Round,3,Khachanov K.,Cerundolo F.,27,31.0,1680,1500.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.73,2.24,1.73,2.24,1.68,2.16
54,Beijing,China Open,2024-09-29,ATP500,Outdoor,Hard,2nd Round,3,Alcaraz C.,Griekspoor T.,3,39.0,6690,1300.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.06,10.0,1.08,10.79,1.08,10.79,1.07,8.6
54,Beijing,China Open,2024-09-30,ATP500,Outdoor,Hard,2nd Round,3,Rublev A.,Davidovich Fokina A.,6,64.0,4645,820.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.31,3.81,1.33,3.81,1.29,3.5
54,Beijing,China Open,2024-09-30,ATP500,Outdoor,Hard,Quarterfinals,3,Alcaraz C.,Khachanov K.,3,27.0,6690,1680.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.07,9.0,1.09,9.43,1.09,9.43,1.08,8.04
54,Beijing,China Open,2024-09-30,ATP500,Outdoor,Hard,Quarterfinals,3,Medvedev D.,Cobolli F.,5,32.0,5475,1482.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.22,4.92,1.22,5.0,1.19,4.53
54,Beijing,China Open,2024-09-30,ATP500,Outdoor,Hard,Quarterfinals,3,Sinner J.,Lehecka J.,1,37.0,11180,1345.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.11,6.5,1.15,6.38,1.16,6.5,1.13,5.8
54,Beijing,China Open,2024-09-30,ATP500,Outdoor,Hard,Quarterfinals,3,Bu Y.,Rublev A.,96,6.0,584,4645.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.5,1.3,4.09,1.27,4.09,1.31,3.67,1.27
54,Beijing,China Open,2024-10-01,ATP500,Outdoor,Hard,Semifinals,3,Alcaraz C.,Medvedev D.,3,5.0,6690,5475.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.3,3.94,1.3,4.0,1.27,3.72
54,Beijing,China Open,2024-10-01,ATP500,Outdoor,Hard,Semifinals,3,Sinner J.,Bu Y.,1,96.0,11180,584.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.06,10.0,1.06,12.52,1.07,12.85,1.06,9.43
54,Beijing,China Open,2024-10-02,ATP500,Outdoor,Hard,The Final,3,Alcaraz C.,Sinner J.,3,1.0,6690,11180.0,6.0,7.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,1.73,2.1,1.85,2.07,1.85,2.23,1.74,2.08
55,Tokyo,Japan Open Tennis Championships,2024-09-25,ATP500,Outdoor,Hard,1st Round,3,Navone M.,Darderi L.,40,41.0,1278,1265.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.35,1.66,2.37,1.66,2.28,1.62
55,Tokyo,Japan Open Tennis Championships,2024-09-25,ATP500,Outdoor,Hard,1st Round,3,Berrettini M.,Van De Zandschulp B.,45,67.0,1165,794.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.3,3.82,1.3,4.0,1.27,3.69
55,Tokyo,Japan Open Tennis Championships,2024-09-25,ATP500,Outdoor,Hard,1st Round,3,Hurkacz H.,Giron M.,8,47.0,4060,1150.0,6.0,4.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.36,3.2,1.41,3.12,1.41,3.2,1.38,2.98
55,Tokyo,Japan Open Tennis Championships,2024-09-25,ATP500,Outdoor,Hard,1st Round,3,Humbert U.,Mochizuki S.,18,146.0,2370,408.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.2,5.04,1.21,5.11,1.19,4.55
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Nishioka Y.,Auger-Aliassime F.,59,21.0,849,2170.0,7.0,6.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,3.2,1.36,3.15,1.4,3.4,1.4,3.07,1.37
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Draper J.,Bellucci M.,20,103.0,2315,554.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.34,3.53,1.36,3.53,1.32,3.34
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Paul T.,Arnaldi M.,13,33.0,3005,1390.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.38,3.29,1.38,3.4,1.34,3.2
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Machac T.,Popyrin A.,34,23.0,1374,1825.0,6.0,3.0,6.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,2.38,1.57,2.54,1.57,2.6,1.59,2.46,1.53
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Michelsen A.,Tsitsipas S.,49,12.0,1115,3390.0,4.0,6.0,6.0,1.0,6.0,2.0,,,,,2.0,1.0,Completed,2.5,1.53,2.46,1.61,2.51,1.62,2.4,1.55
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Shelton B.,Opelka R.,17,306.0,2490,167.0,3.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,1.36,3.2,1.38,3.3,1.4,3.3,1.35,3.14
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Nakashima B.,Tiafoe F.,36,15.0,1360,2560.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.18,1.75,2.25,1.75,2.12,1.7
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,O Connell C.,Etcheverry T.,79,35.0,700,1370.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.83,2.08,1.83,2.11,1.76,2.03
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Rune H.,Tabilo A.,14,22.0,2780,1963.0,6.0,2.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.5,2.63,1.57,2.55,1.57,2.63,1.51,2.51
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Fils A.,Fritz T.,24,7.0,1775,4060.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,3.5,1.3,3.27,1.38,3.53,1.38,3.34,1.32
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Nishikori K.,Cilic M.,200,373.0,288,128.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.62,2.3,1.66,2.34,1.75,2.35,1.63,2.24
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,Thompson J.,Ruud C.,29,9.0,1566,4010.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.28,1.69,2.3,1.69,2.21,1.65
55,Tokyo,Japan Open Tennis Championships,2024-09-27,ATP500,Outdoor,Hard,2nd Round,3,Draper J.,Hurkacz H.,20,8.0,2315,4060.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.65,2.39,1.68,2.39,1.64,2.23
55,Tokyo,Japan Open Tennis Championships,2024-09-27,ATP500,Outdoor,Hard,2nd Round,3,Shelton B.,Navone M.,17,40.0,2490,1278.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.21,5.01,1.22,5.11,1.18,4.73
55,Tokyo,Japan Open Tennis Championships,2024-09-27,ATP500,Outdoor,Hard,2nd Round,3,Fils A.,Berrettini M.,24,45.0,1775,1165.0,6.0,7.0,,,,,,,,,0.0,1.0,Retired,2.38,1.57,2.32,1.68,2.4,1.68,2.3,1.6
55,Tokyo,Japan Open Tennis Championships,2024-09-27,ATP500,Outdoor,Hard,2nd Round,3,Humbert U.,Nakashima B.,18,36.0,2370,1360.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.95,1.95,1.95,2.0,1.83,1.96
55,Tokyo,Japan Open Tennis Championships,2024-09-28,ATP500,Outdoor,Hard,2nd Round,3,Machac T.,Paul T.,34,13.0,1374,3005.0,2.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,3.4,1.33,3.32,1.38,3.5,1.38,3.19,1.34
55,Tokyo,Japan Open Tennis Championships,2024-09-28,ATP500,Outdoor,Hard,2nd Round,3,Michelsen A.,O Connell C.,49,79.0,1115,700.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.59,2.53,1.59,2.6,1.53,2.5
55,Tokyo,Japan Open Tennis Championships,2024-09-28,ATP500,Outdoor,Hard,2nd Round,3,Nishikori K.,Thompson J.,200,29.0,288,1566.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.54,1.58,2.54,1.58,2.46,1.55
55,Tokyo,Japan Open Tennis Championships,2024-09-28,ATP500,Outdoor,Hard,2nd Round,3,Rune H.,Nishioka Y.,14,59.0,2780,849.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.54,2.66,1.65,2.66,1.58,2.37
55,Tokyo,Japan Open Tennis Championships,2024-09-29,ATP500,Outdoor,Hard,Quarterfinals,3,Machac T.,Michelsen A.,34,49.0,1374,1115.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.99,1.92,2.02,1.92,1.91,1.87
55,Tokyo,Japan Open Tennis Championships,2024-09-29,ATP500,Outdoor,Hard,Quarterfinals,3,Humbert U.,Draper J.,18,20.0,2370,2315.0,7.0,5.0,2.0,1.0,,,,,,,1.0,0.0,Retired,2.38,1.57,2.35,1.67,2.4,1.68,2.3,1.6
